region,oktmo,lat_round,lon_round,companies_count,high_risk_companies
bashkortostan,80745000001.0,53.695,55.942,1,0
bashkortostan,80745000001.0,53.695,56.004,1,0
bashkortostan,80745000001.0,53.697,55.947,1,0
belgorod,14610160051.0,50.427,36.348,1,0
belgorod,14610160051.0,50.434,36.353,1,0
belgorod,14610160051.0,50.438,36.355,1,0
belgorod,14610160051.0,50.457,36.363,1,0
belgorod,14610160051.0,50.46,36.363,1,0
belgorod,14610165051.0,50.525,36.7,2,0
belgorod,14610165051.0,50.528,36.691,1,0
belgorod,14610165051.0,50.529,36.692,1,0
belgorod,14610165051.0,50.531,36.693,1,0
belgorod,14610165051.0,50.532,36.675,7,0
belgorod,14610165051.0,50.532,36.694,2,0
belgorod,14610165051.0,50.533,36.697,2,0
belgorod,14610165051.0,50.535,36.686,5,0
belgorod,14610165051.0,50.536,36.691,2,0
belgorod,14610165051.0,50.536,36.712,1,0
belgorod,14610165051.0,50.539,36.687,1,0
belgorod,14610165051.0,50.539,36.695,36,0
belgorod,14610165051.0,50.552,36.724,1,0
belgorod,14610165051.0,50.552,36.744,1,0
belgorod,14610165051.0,50.559,36.744,1,0
belgorod,14610165051.0,50.574,36.764,1,0
belgorod,14610165051.0,50.575,36.693,1,0
belgorod,14610167051.0,50.67,36.548,1,0
belgorod,14610167051.0,50.675,36.558,1,0
belgorod,14610167051.0,50.676,36.559,3,0
belgorod,14610167051.0,50.677,36.56,1,0
belgorod,14610167051.0,50.678,36.563,1,0
belgorod,14610167051.0,50.678,36.582,2,0
belgorod,14610167051.0,50.685,36.558,1,0
belgorod,14610167051.0,50.686,36.599,1,0
belgorod,14610167051.0,50.687,36.552,1,0
belgorod,14610167051.0,50.688,36.587,1,0
belgorod,14610404101.0,50.648,36.59,4,0
belgorod,14610404101.0,50.692,37.72,1,0
belgorod,14610404106.0,50.637,36.631,1,0
belgorod,14610404116.0,50.66,36.677,1,0
belgorod,14610404116.0,50.663,36.677,2,0
belgorod,14610404121.0,50.653,36.549,1,0
belgorod,14610404121.0,50.656,36.554,1,0
belgorod,14610404121.0,50.656,36.564,4,0
belgorod,14610408101.0,50.534,36.308,1,0
belgorod,14610424101.0,50.49,36.38,1,0
belgorod,14610428116.0,50.425,36.406,1,0
belgorod,14610430101.0,50.722,36.509,1,0
belgorod,14610435101.0,50.556,36.424,3,0
belgorod,14610435101.0,50.559,36.422,1,0
belgorod,14610435101.0,50.566,36.395,1,0
belgorod,14610435101.0,50.57,36.41,1,0
belgorod,14610436101.0,50.456,36.33,1,0
belgorod,14610436116.0,50.401,36.251,1,0
belgorod,14610450101.0,50.508,36.483,1,0
belgorod,14610450101.0,50.514,36.472,2,0
belgorod,14610450101.0,50.518,36.485,1,0
belgorod,14610450101.0,50.521,36.449,1,0
belgorod,14610450101.0,50.525,36.461,1,0
belgorod,14610450101.0,50.541,36.48,2,0
belgorod,14610450111.0,50.474,36.41,1,0
belgorod,14610452101.0,50.449,36.561,1,0
belgorod,14610452101.0,50.566,36.898,5,0
belgorod,14610453101.0,50.647,36.678,6,0
belgorod,14610453101.0,50.647,36.694,1,0
belgorod,14610453101.0,50.648,36.679,1,0
belgorod,14610453101.0,50.649,36.686,1,0
belgorod,14610453101.0,50.654,36.667,1,0
belgorod,14610453106.0,50.605,36.693,1,0
belgorod,14610453106.0,50.605,36.697,1,0
belgorod,14610453106.0,50.608,36.68,1,0
belgorod,14610453106.0,50.61,36.681,1,0
belgorod,14610453106.0,50.61,36.697,1,0
belgorod,14610453106.0,50.616,36.719,2,0
belgorod,14610453106.0,50.617,36.72,1,0
belgorod,14610453106.0,50.638,36.718,1,0
belgorod,14610460101.0,50.623,36.437,1,0
belgorod,14610460101.0,50.625,36.447,1,0
belgorod,14610472101.0,50.576,36.428,1,0
belgorod,14610472101.0,50.584,36.411,1,0
belgorod,14610472101.0,50.636,36.464,2,0
belgorod,14610472101.0,50.637,36.48,2,0
belgorod,14610472101.0,50.644,36.479,1,0
belgorod,14610472101.0,50.655,36.476,1,0
belgorod,14610472101.0,50.663,36.468,1,0
belgorod,14610472101.0,50.676,36.511,1,0
belgorod,14610472101.0,50.68,36.495,1,0
belgorod,14610472101.0,50.681,36.495,1,0
belgorod,14610472101.0,50.681,36.499,1,0
belgorod,14610472101.0,50.684,36.466,1,0
belgorod,14610474101.0,50.506,36.566,1,0
belgorod,14610474101.0,50.506,36.574,25,0
belgorod,14610475101.0,50.707,36.686,2,0
belgorod,14610475106.0,50.814,35.813,1,0
belgorod,14610476101.0,50.537,36.594,1,0
belgorod,14610476101.0,50.538,36.58,2,0
belgorod,14610476101.0,50.538,36.585,23,0
belgorod,14610476101.0,50.54,36.573,1,0
belgorod,14610476101.0,50.544,36.599,1,0
belgorod,14610476101.0,50.654,36.67,1,0
belgorod,14610476106.0,50.533,36.499,4,0
belgorod,14610490101.0,50.372,36.506,1,0
belgorod,14610490116.0,50.389,36.481,1,0
belgorod,14610490131.0,50.338,36.494,1,0
belgorod,14610492101.0,50.583,36.733,1,0
belgorod,14610492101.0,50.588,36.742,1,0
belgorod,14610492111.0,50.62,36.748,1,0
belgorod,14610492111.0,50.629,36.72,1,0
belgorod,14615151051.0,50.583,35.98,1,0
belgorod,14615151051.0,50.606,36.005,1,0
belgorod,14615151051.0,50.609,36.012,1,0
belgorod,14615416101.0,50.582,35.919,1,0
belgorod,14615464101.0,50.809,36.636,1,0
belgorod,14615492111.0,50.577,35.865,1,0
belgorod,14625151051.0,50.141,38.453,1,0
belgorod,14625151051.0,50.149,38.445,1,0
belgorod,14625151051.0,50.15,38.46,1,0
belgorod,14625151051.0,50.151,38.449,1,0
belgorod,14625151051.0,50.151,38.471,1,0
belgorod,14625151051.0,50.153,38.446,1,0
belgorod,14625408111.0,50.211,38.448,1,0
belgorod,14625420101.0,50.16,38.629,1,0
belgorod,14625432101.0,50.167,38.722,1,0
belgorod,14625436101.0,50.317,38.667,1,0
belgorod,14630151051.0,50.489,37.853,2,0
belgorod,14630151051.0,50.498,37.86,1,0
belgorod,14630416111.0,50.398,37.824,1,0
belgorod,14630424101.0,50.514,38.004,1,0
belgorod,14630432121.0,50.568,37.78,1,0
belgorod,14630440101.0,50.424,38.061,1,0
belgorod,14638151051.0,51.05,36.122,1,0
belgorod,14638412101.0,50.421,37.029,1,0
belgorod,14638452101.0,51.126,35.952,1,0
belgorod,14640101001.0,50.811,37.195,1,0
belgorod,14640101001.0,50.814,37.191,2,0
belgorod,14640404101.0,50.63,38.687,1,0
belgorod,14640416101.0,50.808,37.214,1,0
belgorod,14640416106.0,50.822,37.221,1,0
belgorod,14640428101.0,50.714,37.382,1,0
belgorod,14640431101.0,50.773,36.977,1,0
belgorod,14640448106.0,50.687,36.727,1,0
belgorod,14640464101.0,50.811,37.17,1,0
belgorod,14640464106.0,50.802,37.163,1,0
belgorod,14641472101.0,51.011,38.429,1,0
belgorod,14641483101.0,50.906,38.468,1,0
belgorod,14642420101.0,50.593,38.179,1,0
belgorod,14642436101.0,50.451,38.292,1,0
belgorod,14642444101.0,50.375,38.411,1,0
belgorod,14642452101.0,50.423,38.172,1,0
belgorod,14642456111.0,50.661,38.509,1,0
belgorod,14642456111.0,50.664,38.494,1,0
belgorod,14642456116.0,50.685,38.492,1,0
belgorod,14642456116.0,50.693,38.486,1,0
belgorod,14643151051.0,50.793,35.648,1,0
belgorod,14643151051.0,50.801,35.655,2,0
belgorod,14643415111.0,50.77,35.633,1,0
belgorod,14643435136.0,50.743,35.695,1,0
belgorod,14646151051.0,51.033,36.733,1,0
belgorod,14646151051.0,51.035,36.732,2,0
belgorod,14646151051.0,51.036,36.75,4,0
belgorod,14646151051.0,51.038,36.714,1,0
belgorod,14646151051.0,51.042,36.732,2,0
belgorod,14646151136.0,51.004,36.67,1,0
belgorod,14646408121.0,51.071,36.648,1,0
belgorod,14646420121.0,51.107,36.867,1,0
belgorod,14646448101.0,50.969,36.893,1,0
belgorod,14646448121.0,50.911,36.862,1,0
belgorod,14648151051.0,50.834,35.832,2,0
belgorod,14648151051.0,50.851,35.873,1,0
belgorod,14648170051.0,50.788,35.773,1,0
belgorod,14648404101.0,50.937,35.768,1,0
belgorod,14648414101.0,50.97,35.987,1,0
belgorod,14648428101.0,51.223,38.123,1,0
belgorod,14648448101.0,51.002,35.949,1,0
belgorod,14648471101.0,50.856,35.904,1,0
belgorod,14648472101.0,51.154,38.133,1,0
belgorod,14650151051.0,49.913,38.893,1,0
belgorod,14650151051.0,49.915,38.892,1,0
belgorod,14650448106.0,50.249,39.07,1,0
belgorod,14654151051.0,50.928,37.812,2,0
belgorod,14654151051.0,50.94,37.812,1,0
belgorod,14654151051.0,50.942,37.81,1,0
belgorod,14654151051.0,50.945,37.806,1,0
belgorod,14654151051.0,50.951,37.808,1,0
belgorod,14654432101.0,50.881,37.515,1,0
belgorod,14654452101.0,51.006,37.673,1,0
belgorod,14701000001.0,49.926,38.911,1,0
belgorod,14701000001.0,50.194,38.072,1,0
belgorod,14701000001.0,50.197,38.066,1,0
belgorod,14701000001.0,50.398,36.782,1,0
belgorod,14701000001.0,50.399,36.778,3,0
belgorod,14701000001.0,50.427,38.061,1,0
belgorod,14701000001.0,50.524,36.666,4,0
belgorod,14701000001.0,50.54,36.655,1,0
belgorod,14701000001.0,50.552,36.521,1,0
belgorod,14701000001.0,50.556,36.559,18,0
belgorod,14701000001.0,50.557,36.524,1,0
belgorod,14701000001.0,50.557,36.537,1,0
belgorod,14701000001.0,50.56,36.571,10,0
belgorod,14701000001.0,50.561,36.518,1,0
belgorod,14701000001.0,50.561,36.556,2,0
belgorod,14701000001.0,50.561,36.603,2,0
belgorod,14701000001.0,50.561,36.658,6,0
belgorod,14701000001.0,50.562,36.567,6,0
belgorod,14701000001.0,50.562,36.644,1,0
belgorod,14701000001.0,50.563,36.554,4,0
belgorod,14701000001.0,50.564,36.561,3,0
belgorod,14701000001.0,50.564,36.587,1,0
belgorod,14701000001.0,50.565,36.482,1,0
belgorod,14701000001.0,50.566,36.553,4,0
belgorod,14701000001.0,50.567,36.525,4,0
belgorod,14701000001.0,50.567,36.577,8,0
belgorod,14701000001.0,50.569,36.562,5,0
belgorod,14701000001.0,50.569,36.653,9,0
belgorod,14701000001.0,50.57,36.485,1,0
belgorod,14701000001.0,50.57,36.538,2,0
belgorod,14701000001.0,50.571,36.541,1,0
belgorod,14701000001.0,50.572,36.538,1,0
belgorod,14701000001.0,50.572,36.569,2,0
belgorod,14701000001.0,50.572,36.661,2,0
belgorod,14701000001.0,50.573,36.578,21,0
belgorod,14701000001.0,50.573,36.654,2,0
belgorod,14701000001.0,50.574,36.583,6,0
belgorod,14701000001.0,50.575,36.543,17,0
belgorod,14701000001.0,50.576,36.544,41,0
belgorod,14701000001.0,50.576,36.545,4,0
belgorod,14701000001.0,50.577,36.546,26,0
belgorod,14701000001.0,50.577,36.579,4,0
belgorod,14701000001.0,50.578,36.556,1,0
belgorod,14701000001.0,50.578,36.559,2,0
belgorod,14701000001.0,50.578,36.622,28,0
belgorod,14701000001.0,50.578,36.624,32,0
belgorod,14701000001.0,50.579,36.562,8,0
belgorod,14701000001.0,50.579,36.566,3,0
belgorod,14701000001.0,50.579,36.612,1,0
belgorod,14701000001.0,50.58,36.463,1,0
belgorod,14701000001.0,50.58,36.565,2,0
belgorod,14701000001.0,50.58,36.568,28,0
belgorod,14701000001.0,50.58,36.587,5,0
belgorod,14701000001.0,50.58,36.619,32,0
belgorod,14701000001.0,50.58,36.67,7,0
belgorod,14701000001.0,50.581,36.559,3,0
belgorod,14701000001.0,50.582,36.568,11,0
belgorod,14701000001.0,50.582,36.618,7,0
belgorod,14701000001.0,50.584,36.521,1,0
belgorod,14701000001.0,50.585,36.572,4,0
belgorod,14701000001.0,50.585,36.579,2,0
belgorod,14701000001.0,50.585,36.616,2,0
belgorod,14701000001.0,50.585,36.626,2,0
belgorod,14701000001.0,50.585,36.675,3,0
belgorod,14701000001.0,50.587,36.566,1,0
belgorod,14701000001.0,50.588,36.564,1,0
belgorod,14701000001.0,50.588,36.695,1,0
belgorod,14701000001.0,50.589,36.571,2,0
belgorod,14701000001.0,50.589,36.586,7,0
belgorod,14701000001.0,50.589,36.589,4,0
belgorod,14701000001.0,50.59,36.594,3,0
belgorod,14701000001.0,50.59,36.657,1,0
belgorod,14701000001.0,50.591,36.574,2,0
belgorod,14701000001.0,50.591,36.598,15,0
belgorod,14701000001.0,50.592,36.601,5,0
belgorod,14701000001.0,50.593,36.602,13,0
belgorod,14701000001.0,50.594,36.605,1,0
belgorod,14701000001.0,50.594,36.653,16,0
belgorod,14701000001.0,50.595,36.566,1,0
belgorod,14701000001.0,50.595,36.666,17,0
belgorod,14701000001.0,50.596,36.583,17,0
belgorod,14701000001.0,50.596,36.587,58,0
belgorod,14701000001.0,50.597,36.536,6,0
belgorod,14701000001.0,50.597,36.572,6,0
belgorod,14701000001.0,50.597,36.577,7,0
belgorod,14701000001.0,50.597,36.595,1,0
belgorod,14701000001.0,50.598,36.595,20,0
belgorod,14701000001.0,50.598,36.598,12,0
belgorod,14701000001.0,50.599,36.563,6,0
belgorod,14701000001.0,50.599,36.608,1,0
belgorod,14701000001.0,50.599,36.66,5,0
belgorod,14701000001.0,50.6,36.55,9,0
belgorod,14701000001.0,50.6,36.57,28,0
belgorod,14701000001.0,50.6,36.596,1,0
belgorod,14701000001.0,50.6,36.648,1,0
belgorod,14701000001.0,50.602,36.561,42,0
belgorod,14701000001.0,50.602,36.571,2,0
belgorod,14701000001.0,50.602,36.581,29,0
belgorod,14701000001.0,50.602,36.593,7,0
belgorod,14701000001.0,50.602,36.595,13,0
belgorod,14701000001.0,50.604,36.554,5,0
belgorod,14701000001.0,50.604,36.591,7,0
belgorod,14701000001.0,50.604,36.603,2,0
belgorod,14701000001.0,50.604,36.615,1,0
belgorod,14701000001.0,50.606,36.608,6,0
belgorod,14701000001.0,50.608,36.582,3,0
belgorod,14701000001.0,50.609,36.592,8,0
belgorod,14701000001.0,50.61,36.534,1,0
belgorod,14701000001.0,50.611,36.534,1,0
belgorod,14701000001.0,50.611,36.639,1,0
belgorod,14701000001.0,50.612,36.538,3,0
belgorod,14701000001.0,50.612,36.576,1,0
belgorod,14701000001.0,50.612,36.639,15,0
belgorod,14701000001.0,50.613,36.573,2,0
belgorod,14701000001.0,50.613,36.613,2,0
belgorod,14701000001.0,50.615,36.591,1,0
belgorod,14701000001.0,50.616,36.619,50,0
belgorod,14701000001.0,50.617,36.592,2,0
belgorod,14701000001.0,50.617,36.651,1,0
belgorod,14701000001.0,50.618,36.569,16,0
belgorod,14701000001.0,50.618,36.58,3,0
belgorod,14701000001.0,50.618,38.366,1,0
belgorod,14701000001.0,50.619,36.529,1,0
belgorod,14701000001.0,50.621,36.543,1,0
belgorod,14701000001.0,50.621,36.553,51,0
belgorod,14701000001.0,50.623,36.542,7,0
belgorod,14701000001.0,50.623,36.558,21,0
belgorod,14701000001.0,50.626,36.544,3,0
belgorod,14701000001.0,50.628,36.577,7,0
belgorod,14701000001.0,50.631,36.564,14,0
belgorod,14701000001.0,50.636,36.565,1,0
belgorod,14701000001.0,50.636,36.7,1,0
belgorod,14701000001.0,50.638,36.559,2,0
belgorod,14701000001.0,50.639,36.577,1,0
belgorod,14701000001.0,50.64,36.573,3,0
belgorod,14701000001.0,50.643,36.558,1,0
belgorod,14701000001.0,50.644,36.55,1,0
belgorod,14701000001.0,50.652,36.546,1,0
belgorod,14701000001.0,50.782,36.512,1,0
belgorod,14701000001.0,50.792,36.495,2,0
belgorod,14701000001.0,51.049,36.145,37,0
belgorod,14701000001.0,51.126,35.952,2,0
belgorod,14701000001.0,51.219,38.386,1,0
belgorod,14701000001.0,51.314,37.933,1,0
belgorod,14710000001.0,50.613,38.668,1,0
belgorod,14710000001.0,50.619,38.687,1,0
belgorod,14710000001.0,50.621,38.682,1,0
belgorod,14710000001.0,50.622,38.672,1,0
belgorod,14710000001.0,50.624,38.641,1,0
belgorod,14710000001.0,50.625,38.651,1,0
belgorod,14710000001.0,50.629,38.699,1,0
belgorod,14710000001.0,50.63,38.669,1,0
belgorod,14710000001.0,50.63,38.687,3,0
belgorod,14710000001.0,50.631,38.687,1,0
belgorod,14710000001.0,50.631,38.713,1,0
belgorod,14710000001.0,50.633,38.667,1,0
belgorod,14710000001.0,50.633,38.696,1,0
belgorod,14710000001.0,50.634,38.668,1,0
belgorod,14710000001.0,50.637,38.669,1,0
belgorod,14710000001.0,50.641,38.702,1,0
belgorod,14710000001.0,50.643,38.646,1,0
belgorod,14710000161.0,50.404,38.691,1,0
belgorod,14720000001.0,50.165,38.124,1,0
belgorod,14720000001.0,50.171,38.129,1,0
belgorod,14720000001.0,50.173,38.132,1,0
belgorod,14720000001.0,50.194,38.154,1,0
belgorod,14720000001.0,50.211,38.1,3,0
belgorod,14720000001.0,50.23,38.063,1,0
belgorod,14720000111.0,50.17,38.089,1,0
belgorod,14720000221.0,50.237,37.841,1,0
belgorod,14725000001.0,50.473,35.674,1,0
belgorod,14725000001.0,50.481,35.66,1,0
belgorod,14725000001.0,50.485,35.677,1,0
belgorod,14725000001.0,50.489,35.658,1,0
belgorod,14725000141.0,50.383,35.704,1,0
belgorod,14725000151.0,50.533,35.802,1,0
belgorod,14725000156.0,50.474,35.648,1,0
belgorod,14725000166.0,50.517,35.688,1,0
belgorod,14725000186.0,50.495,35.669,1,0
belgorod,14730000001.0,51.255,37.528,1,0
belgorod,14730000001.0,51.259,37.509,1,0
belgorod,14730000001.0,51.272,37.511,1,0
belgorod,14730000001.0,51.272,37.525,6,0
belgorod,14730000001.0,51.273,37.51,2,0
belgorod,14730000001.0,51.274,37.507,1,0
belgorod,14730000001.0,51.276,37.527,1,0
belgorod,14730000001.0,51.277,37.519,1,0
belgorod,14730000001.0,51.277,37.592,2,0
belgorod,14730000001.0,51.28,37.528,1,0
belgorod,14730000001.0,51.281,37.563,2,0
belgorod,14730000001.0,51.282,37.529,5,0
belgorod,14730000001.0,51.282,37.539,1,0
belgorod,14730000001.0,51.283,37.545,4,0
belgorod,14730000001.0,51.283,37.552,1,0
belgorod,14730000001.0,51.284,37.53,1,0
belgorod,14730000001.0,51.284,37.535,3,0
belgorod,14730000001.0,51.287,37.533,1,0
belgorod,14730000001.0,51.291,37.522,3,0
belgorod,14730000001.0,51.292,37.532,2,0
belgorod,14730000001.0,51.295,37.536,1,0
belgorod,14730000001.0,51.297,37.5,1,0
belgorod,14730000001.0,51.297,37.524,1,0
belgorod,14730000001.0,51.298,37.517,1,0
belgorod,14730000001.0,51.298,37.601,1,0
belgorod,14730000111.0,51.209,37.581,1,0
belgorod,14730000116.0,51.352,37.608,1,0
belgorod,14730000151.0,51.121,37.508,1,0
belgorod,14730000171.0,51.302,37.31,1,0
belgorod,14730000196.0,51.374,37.39,1,0
belgorod,14730000211.0,51.138,37.327,1,0
belgorod,14730000261.0,51.201,37.173,1,0
belgorod,14730000261.0,51.202,37.172,1,0
belgorod,14730000301.0,51.34,37.348,1,0
belgorod,14730000331.0,51.062,37.221,1,0
belgorod,14730000331.0,51.066,37.242,1,0
belgorod,14735000001.0,50.754,37.878,1,0
belgorod,14735000001.0,50.754,37.881,1,0
belgorod,14735000001.0,50.759,37.876,1,0
belgorod,14735000001.0,50.764,37.863,1,0
belgorod,14735000001.0,50.765,37.862,2,0
belgorod,14735000001.0,50.767,37.857,1,0
belgorod,14735000156.0,50.861,38.189,1,0
belgorod,14735000186.0,50.822,37.792,1,0
belgorod,14735000301.0,50.828,37.822,1,0
belgorod,14735000321.0,50.773,37.56,1,0
belgorod,14735000356.0,50.839,37.663,1,0
belgorod,14735000366.0,50.724,37.979,1,0
belgorod,14740000001.0,51.265,37.928,1,0
belgorod,14740000001.0,51.272,37.846,6,0
belgorod,14740000001.0,51.274,37.845,4,0
belgorod,14740000001.0,51.277,37.797,2,0
belgorod,14740000001.0,51.284,37.803,3,0
belgorod,14740000001.0,51.289,37.785,1,0
belgorod,14740000001.0,51.291,37.859,1,0
belgorod,14740000001.0,51.291,37.937,1,0
belgorod,14740000001.0,51.293,37.837,1,0
belgorod,14740000001.0,51.294,37.834,3,0
belgorod,14740000001.0,51.294,37.931,1,0
belgorod,14740000001.0,51.294,37.933,1,0
belgorod,14740000001.0,51.294,37.938,1,0
belgorod,14740000001.0,51.295,37.831,1,0
belgorod,14740000001.0,51.297,37.835,19,0
belgorod,14740000001.0,51.297,37.839,4,0
belgorod,14740000001.0,51.298,37.833,147,0
belgorod,14740000001.0,51.298,37.925,1,0
belgorod,14740000001.0,51.299,37.845,1,0
belgorod,14740000001.0,51.3,37.831,1,0
belgorod,14740000001.0,51.3,37.842,1,0
belgorod,14740000001.0,51.301,37.795,7,0
belgorod,14740000001.0,51.301,37.832,2,0
belgorod,14740000001.0,51.302,37.832,3,0
belgorod,14740000001.0,51.302,37.838,15,0
belgorod,14740000001.0,51.305,37.88,2,0
belgorod,14740000001.0,51.305,37.916,2,0
belgorod,14740000001.0,51.306,37.859,15,0
belgorod,14740000001.0,51.308,37.913,3,0
belgorod,14740000001.0,51.309,37.792,1,0
belgorod,14740000001.0,51.309,37.914,7,0
belgorod,14740000001.0,51.31,37.809,4,0
belgorod,14740000001.0,51.312,37.93,1,0
belgorod,14740000001.0,51.313,37.877,5,0
belgorod,14740000001.0,51.314,37.871,1,0
belgorod,14740000001.0,51.314,37.894,16,0
belgorod,14740000001.0,51.316,37.823,1,0
belgorod,14740000001.0,51.316,37.862,1,0
belgorod,14740000001.0,51.316,37.897,5,0
belgorod,14740000001.0,51.316,37.947,1,0
belgorod,14740000001.0,51.316,37.949,1,0
belgorod,14740000001.0,51.32,37.872,5,0
belgorod,14740000001.0,51.32,37.874,7,0
belgorod,14740000001.0,51.324,37.885,5,0
belgorod,14740000001.0,51.324,37.93,1,0
belgorod,14740000001.0,51.325,37.864,1,0
belgorod,14740000001.0,51.327,37.941,2,0
belgorod,14740000001.0,51.329,37.794,1,0
belgorod,14740000001.0,51.331,37.955,1,0
belgorod,14740000001.0,51.331,37.957,1,0
belgorod,14740000001.0,51.334,37.833,1,0
belgorod,14740000001.0,51.335,37.94,1,0
belgorod,14740000001.0,51.336,37.932,1,0
belgorod,14740000001.0,51.338,37.885,1,0
belgorod,14740000001.0,51.338,37.898,1,0
belgorod,14740000001.0,51.34,37.939,1,0
belgorod,14740000001.0,51.341,37.895,1,0
belgorod,14740000001.0,51.341,37.94,2,0
belgorod,14740000001.0,51.342,37.766,1,0
belgorod,14740000001.0,51.342,37.889,1,0
belgorod,14740000001.0,51.342,37.928,1,0
belgorod,14740000001.0,51.343,37.848,11,0
belgorod,14740000001.0,51.345,37.904,1,0
belgorod,14740000001.0,51.349,37.897,1,0
belgorod,14740000001.0,51.35,37.878,3,0
belgorod,14740000001.0,51.359,37.911,1,0
belgorod,14740000141.0,51.259,38.115,1,0
belgorod,14740000196.0,51.129,38.1,1,0
belgorod,14740000196.0,51.138,38.064,1,0
belgorod,14740000196.0,51.141,38.05,1,0
belgorod,14740000231.0,51.353,37.825,2,0
belgorod,14740000231.0,51.357,37.824,1,0
belgorod,14740000231.0,51.366,37.818,1,0
belgorod,14740000241.0,51.296,37.991,1,0
belgorod,14740000251.0,51.356,37.974,2,0
belgorod,14740000256.0,51.361,37.964,1,0
belgorod,14740000256.0,51.361,37.969,1,0
belgorod,14740000276.0,51.267,37.927,1,0
belgorod,14740000276.0,51.271,37.931,1,0
belgorod,14740000326.0,51.178,37.976,1,0
belgorod,14740000326.0,51.184,37.969,1,0
belgorod,14740000331.0,51.248,38.022,1,0
belgorod,14740000341.0,51.308,37.713,1,0
belgorod,14740000341.0,51.308,37.726,1,0
belgorod,14740000386.0,51.348,38.058,1,0
belgorod,14740000396.0,51.344,37.801,1,0
belgorod,14740000396.0,51.355,37.808,1,0
belgorod,14740000416.0,51.137,38.263,1,0
belgorod,14750000001.0,50.389,36.891,1,0
belgorod,14750000001.0,50.39,36.845,1,0
belgorod,14750000001.0,50.39,36.847,1,0
belgorod,14750000001.0,50.393,36.883,3,0
belgorod,14750000001.0,50.401,36.909,2,0
belgorod,14750000001.0,50.407,36.897,2,0
belgorod,14750000001.0,50.408,36.897,7,0
belgorod,14750000001.0,50.409,36.959,1,0
belgorod,14750000001.0,50.422,36.898,1,0
belgorod,14750000206.0,50.573,37.228,1,0
belgorod,14750000276.0,50.447,36.879,1,0
belgorod,14750000286.0,50.526,37.017,1,0
belgorod,14750000301.0,50.48,37.421,1,0
belgorod,14750000381.0,50.426,36.998,1,0
belgorod,14750000381.0,50.43,36.987,1,0
belgorod,14755000001.0,50.771,36.502,1,0
belgorod,14755000001.0,50.783,36.48,2,0
belgorod,14755000001.0,50.784,36.481,3,0
belgorod,14755000001.0,50.785,36.475,1,0
belgorod,14755000001.0,50.785,36.485,1,0
belgorod,14755000001.0,50.787,36.491,5,0
belgorod,14755000001.0,50.789,36.467,11,0
belgorod,14755000001.0,50.792,36.465,2,0
belgorod,14755000001.0,50.792,36.492,1,0
belgorod,14755000001.0,50.793,36.483,1,0
belgorod,14755000001.0,50.797,36.492,1,0
belgorod,14755000001.0,50.799,36.495,1,0
belgorod,14755000056.0,50.683,36.232,1,0
belgorod,14755000056.0,50.685,36.227,1,0
belgorod,14755000056.0,50.685,36.248,7,0
belgorod,14755000061.0,50.851,36.454,1,0
belgorod,14755000061.0,50.851,36.459,1,0
belgorod,14755000061.0,50.853,36.437,1,0
belgorod,14755000121.0,50.803,36.443,1,0
belgorod,14755000131.0,50.751,36.606,1,0
belgorod,14755000151.0,50.776,36.654,3,0
belgorod,14755000221.0,50.652,36.169,1,0
belgorod,14755000286.0,50.622,36.44,1,0
belgorod,14755000306.0,50.803,36.691,1,0
belgorod,14755000311.0,50.644,36.145,1,0
belgorod,14755000331.0,50.727,36.591,1,0
belgorod,14755000426.0,50.808,36.492,1,0
belgorod,14755000436.0,50.711,36.614,1,0
bryansk,15604151051.0,52.555,34.552,1,0
bryansk,15604151051.0,52.562,34.578,1,0
bryansk,15604444101.0,52.655,34.535,1,0
bryansk,15608404101.0,53.303,34.08,1,0
bryansk,15608404126.0,53.357,34.11,1,0
bryansk,15608412101.0,52.262,34.352,2,0
bryansk,15608412101.0,53.189,34.238,2,0
bryansk,15608412121.0,53.228,34.217,1,0
bryansk,15608412121.0,53.228,34.22,1,0
bryansk,15608412136.0,53.2,34.22,1,0
bryansk,15608424101.0,53.235,34.583,1,0
bryansk,15608440101.0,53.274,34.23,1,0
bryansk,15608440101.0,53.275,34.237,2,0
bryansk,15608440116.0,53.272,34.16,1,0
bryansk,15608442101.0,53.384,34.316,1,0
bryansk,15608443111.0,53.344,34.221,1,0
bryansk,15608443111.0,53.345,34.218,1,0
bryansk,15608443141.0,53.376,34.212,1,0
bryansk,15608450111.0,52.863,33.131,2,0
bryansk,15608454101.0,53.137,34.364,1,0
bryansk,15608454101.0,53.138,34.367,1,0
bryansk,15608454101.0,53.17,34.352,1,0
bryansk,15608454101.0,53.173,34.357,1,0
bryansk,15608455101.0,53.257,34.315,2,0
bryansk,15608455101.0,53.257,34.321,1,0
bryansk,15608455101.0,53.259,34.291,1,0
bryansk,15608455101.0,53.262,34.301,3,0
bryansk,15608455101.0,53.264,34.295,3,0
bryansk,15608455101.0,53.264,34.302,1,0
bryansk,15608455106.0,53.24,34.292,1,0
bryansk,15608455111.0,53.261,34.289,2,0
bryansk,15608455111.0,53.265,34.276,1,0
bryansk,15608460101.0,53.299,33.936,1,0
bryansk,15608463101.0,53.2,34.272,1,0
bryansk,15608463101.0,53.203,34.298,1,0
bryansk,15608463101.0,53.205,34.31,1,0
bryansk,15608463101.0,53.207,34.288,1,0
bryansk,15608463101.0,53.207,34.301,1,0
